N°,Zona,Un.lect.,Contrato,Tp.tarifa,Instalacion,Fact.cálculo,Equipo,Número de serie,Fabricante,Denomin.tipo,DS,¿Telesgestionada?,Tipo de medicion,Lista,Municipio,Población,Distrito,Calle,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,Prioridad,Promedio,% Variacion,Tendencia ,Grafico ,Ordenes,Observacion
1305,ST,ST_78_03,207032601,G_GMH,30096295,480,1.00E+11,478508,SIEMENS,LIBRA (114E),CT900440,Medición Tele gestionada,Medicion Primaria ,"DISZASA, S.A DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,161102.00,166291.00,178315.00,169243.00,178680.00,171202.00,161371.00,158621.00,179650.00,180158.00,167347.00,180480.00,164596.00,157632.00,182064.00,191136.00,191856.00,225456.00,201072.00,158976.00,152592.00,174864.00,161760.00,152544.00,150576.00,137088.00,116304.00,115536.00,139104.00,142656.00,131760.00,133488.00,135312.00,132000.00,138432.00,145200.00,128880.00,122400.00,125712.00,151344.00,140256.00,137088.00,148176.00,151632.00,155952.00,155952.00,Alta,"156,562",14.77%,-,,,
1418,ST,ST_78_13,207032701,G_GMH,30096432,160,1.00E+11,477814,SCHLUMBERGER,SM6ATR,CT1330,Medición Convencional ,Medicion Secundaria,ASOC. PROMOTORA DE CENTROS EDUC.,SANTA TECLA,SANTA TECLA,CANTON LAS PILETAS,CALLE A LAS GRANADIAS,16848.00,24720.00,25936.00,22976.00,23488.00,26128.00,17280.00,16880.00,26304.00,25776.00,23632.00,24096.00,15648.00,26736.00,26992.00,10896.00,8992.00,8592.00,8784.00,8256.00,9952.00,10272.00,9184.00,9392.00,7920.00,8848.00,9904.00,11600.00,16304.00,15312.00,13888.00,12928.00,18160.00,16864.00,18368.00,6368.00,48.00,16.00,0.00,0.00,0.00,10855.00,14048.00,25552.00,23728.00,23728.00,Media,"14,830",55.89%,-,,,
1317,ST,ST_78_03,207032902,G_MMH,30096475,80,1.00E+11,1105341,LANDIS + GYR,E650 S4x RXR F5S,CT902029,Medición Convencional ,Medicion Secundaria,ASOC. PRO SUPERACION JUVENIL,SANTA TECLA,SANTA TECLA,COLONIA UTILA,BLVD SUR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6072.00,4880.00,4856.00,4752.00,4800.00,3024.00,4504.00,5152.00,2944.00,2760.00,3736.00,4464.00,3224.00,3824.00,4224.00,3360.00,3512.00,2400.00,3312.00,3896.00,3608.00,3664.00,3296.00,2864.00,2360.00,2368.00,1320.00,744.00,688.00,896.00,944.00,816.00,776.00,1080.00,1024.00,688.00,272.00,320.00,320.00,Baja,"2,342",75.80%,-,,,
1244,ST,ST_78_01,207033601,G_GMH,30096924,60,1.00E+11,106379,SIEMENS,RXRS4 (114E),CT900267,Medición Convencional ,Medicion Secundaria,CLUB TECLEÑO,SANTA TECLA,SANTA TECLA,SANTA TECLA,5° CALLE ORIENTE,12048.00,12210.00,13422.00,11496.00,12372.00,13104.00,14022.00,12618.00,13362.00,11580.00,12432.00,13914.00,12624.00,12192.00,14100.00,7470.00,6324.00,5250.00,6324.00,6540.00,8250.00,9036.00,8280.00,9726.00,8742.00,8922.00,10368.00,10740.00,11316.00,11736.00,10992.00,11454.00,11040.00,10608.00,12504.00,11778.00,10242.00,11892.00,10896.00,11388.00,10800.00,10914.00,12306.00,10158.00,10344.00,10344.00,Media,"10,830",19.57%,-,,,
474,SS,SS_78_06,200032701,G_MMP,30034367,60,1.00E+11,183014,LANDIS + GYR,RXRS4,CT8075,Medición Convencional ,Medicion Secundaria,COLEGIOS DE EL SALVADOR S.A. DE C.V.,ANTIGUO CUSCATLAN,LOMAS DE SAN FRANCISCO,LOMAS DE SAN FRANCISCO,CALLE 1,1362.00,2646.00,2760.00,2814.00,2994.00,3096.00,3432.00,3390.00,4026.00,2976.00,2730.00,2868.00,1542.00,2928.00,3132.00,924.00,534.00,738.00,822.00,672.00,786.00,1344.00,786.00,1302.00,2040.00,1482.00,1734.00,1854.00,2730.00,2652.00,2934.00,2346.00,2862.00,3024.00,4770.00,4158.00,5256.00,3762.00,3192.00,3666.00,4506.00,5112.00,4014.00,5916.00,5010.00,5010.00,Baja,"2,796",49.26%,-,,,
957,ST,ST_78_14,200041801,G_GMH,30040267,160,1.00E+11,182927,LANDIS + GYR,RXRS4,CT900689,Medición Convencional ,Medicion Secundaria,EXPOSE S.A.DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,URB INDUSTRIAL SANTA ELENA,CALLE PRINCIPAL,8992.00,7584.00,8160.00,7760.00,7904.00,9584.00,9952.00,8768.00,10352.00,12080.00,10688.00,13232.00,9200.00,7456.00,7872.00,1008.00,496.00,1056.00,1840.00,1584.00,4720.00,7184.00,8800.00,9744.00,8256.00,6208.00,6800.00,7472.00,8992.00,9136.00,9280.00,9040.00,9776.00,10096.00,10736.00,9312.00,7232.00,8176.00,7120.00,7152.00,7632.00,7936.00,8016.00,8912.00,7840.00,7840.00,Baja,"7,804",35.27%,-,,,
1163,ST,ST_17_03,517874101,G_MMH,30407905,80,1.00E+11,222545,LANDIS + GYR,RXRS4,DS115211,Medición Convencional ,Medicion Secundaria,INVERSIONES EL ENCANTO S.A. DE C.V.,SAN JOSE VILLANUEVA,CANTON LAS DISPENSAS,EL ENCANTO VILLAS & GOLF,CONDOMINIO VILLA NUEVA,1952.00,2432.00,1664.00,1064.00,288.00,280.00,288.00,1720.00,288.00,1968.00,1184.00,768.00,352.00,912.00,1152.00,304.00,280.00,296.00,272.00,264.00,280.00,288.00,256.00,288.00,2840.00,1928.00,280.00,792.00,272.00,1048.00,1016.00,0.00,272.00,280.00,2864.00,288.00,288.00,288.00,272.00,272.00,264.00,296.00,280.00,288.00,280.00,280.00,Baja,729,99.62%,-,,,
1222,ST,ST_10_07,206345001,G_MMH,30037640,60,1.00E+11,183172,LANDIS + GYR,RXRS4,CT900155,Medición Convencional ,Medicion Secundaria,"REPUESTOS DIDEA, S.A.",SANTA TECLA,SANTA TECLA,COLONIA  LAS DELICIAS,4° CALLE PONIENTE,4464.00,4674.00,5202.00,5226.00,4908.00,4914.00,5292.00,5748.00,4926.00,5928.00,6270.00,6516.00,5328.00,5592.00,5550.00,4002.00,4140.00,990.00,4734.00,5550.00,6900.00,5280.00,7080.00,1788.00,2856.00,4044.00,4212.00,4374.00,5028.00,5856.00,5100.00,4788.00,4494.00,4380.00,4194.00,3876.00,3696.00,4788.00,4638.00,4260.00,4890.00,4026.00,4272.00,4668.00,4038.00,4038.00,Baja,"4,729",23.48%,-,,,
848,ST,ST_61_01,207034601,G_GMH,30097675,1200,1.00E+11,478478,SIEMENS,LIBRA (114E),CT900660,Medición Tele gestionada,Medicion Primaria ,TUBOS Y PERFILES PLASTICOS S.A. DE C.V.,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,JARDINES DE CUSCATLAN,AVENIDA L-2,265908.00,312396.00,338880.00,248964.00,296592.00,244260.00,282924.00,223548.00,284244.00,254376.00,267840.00,243324.00,242676.00,312564.00,243792.00,86400.00,149316.00,175356.00,234180.00,233640.00,305280.00,301680.00,240420.00,288456.00,275112.00,276036.00,372852.00,250860.00,273264.00,278904.00,129168.00,164040.00,236520.00,160440.00,223800.00,172800.00,196080.00,239760.00,0.00,233160.00,148320.00,102000.00,127080.00,170760.00,198840.00,198840.00,Alta,"228,384",31.18%,-,,,
931,ST,ST_78_08,207034901,G_MMH,30098128,80,1.00E+11,106051,LANDIS + GYR,RXRS4,CT900627,Medición Convencional ,Medicion Secundaria,"J. DE CUSCATLAN, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,BLVD MERLIOT,1048.00,1808.00,816.00,5176.00,2224.00,496.00,1960.00,1856.00,3368.00,1872.00,1360.00,4760.00,2784.00,4056.00,5616.00,4200.00,504.00,2608.00,392.00,752.00,784.00,1112.00,528.00,832.00,856.00,1832.00,5936.00,2480.00,1480.00,320.00,184.00,216.00,472.00,272.00,632.00,704.00,544.00,1008.00,880.00,296.00,560.00,696.00,1096.00,1160.00,1128.00,1128.00,Baja,"1,626",92.96%,-,,,
1302,ST,ST_78_03,207035601,G_GMH,30098447,60,1.00E+11,106259,LANDIS + GYR,RXRS4,CT9326,Medición Convencional ,Medicion Secundaria,ROSARIO MORALES DE ARGUELLO,SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,15060.00,15312.00,16392.00,16242.00,18372.00,17400.00,17676.00,18294.00,17400.00,15186.00,13812.00,14952.00,15144.00,15516.00,16938.00,2238.00,0.00,0.00,0.00,648.00,8100.00,12582.00,10944.00,12516.00,12162.00,11616.00,13398.00,13884.00,15600.00,16722.00,14682.00,15024.00,13776.00,13614.00,12756.00,13446.00,13242.00,14082.00,14484.00,13872.00,11316.00,13110.00,14544.00,12564.00,11742.00,11742.00,Media,"12,785",37.36%,-,,,
1278,ST,ST_78_02,506242601,G_MMH,30289511,80,1.00E+11,183016,SIEMENS,RXRS4 (114E),CT6993,Medición Convencional ,Medicion Secundaria,INMOBILIARIA SAN JOSE S.A. DE C.V.,SANTA TECLA,SANTA TECLA,SANTA TECLA,3° AVENIDA SUR,5904.00,6048.00,6584.00,6592.00,6200.00,6560.00,6912.00,6672.00,6776.00,6608.00,5920.00,6960.00,5984.00,6048.00,6480.00,3184.00,2648.00,2696.00,3768.00,3864.00,4704.00,6040.00,5264.00,5984.00,5624.00,5464.00,6480.00,5568.00,6464.00,6448.00,5952.00,6352.00,5840.00,5672.00,5304.00,5304.00,5384.00,5480.00,4888.00,5056.00,5464.00,5256.00,5512.00,5488.00,4776.00,4776.00,Baja,"5,586",18.48%,-,,,
1324,ST,ST_78_04,207035901,G_GMH,30098525,160,1.00E+11,414666,LANDIS + GYR,RXRS4,CT900571,Medición Tele gestionada,Medicion Secundaria,SERVICIOS DE ALIMENTOS S.A. DE C.V.,SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,82448.00,75648.00,82448.00,80144.00,83664.00,82896.00,80736.00,80368.00,87840.00,85216.00,80320.00,87184.00,87120.00,79680.00,87472.00,85440.00,82096.00,85056.00,87248.00,82224.00,84624.00,85680.00,71072.00,86384.00,97584.00,94080.00,104480.00,100464.00,106560.00,105520.00,106816.00,119024.00,116064.00,111120.00,95440.00,88784.00,75088.00,81536.00,80176.00,101728.00,101056.00,103120.00,99504.00,80672.00,71616.00,71616.00,Alta,"89,240",13.28%,-,,,
816,ST,ST_01_10,206922401,G_MMH,30001980,120,1.00E+11,321784,SIEMENS,RXRS4 (114E),CT30033,Medición Convencional ,Medicion Secundaria,FERROCONSTRUCTORA S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,RES SANTA ELENA,BLVD ORDEN DE MALTA,3288.00,4344.00,5256.00,5544.00,5424.00,5928.00,5916.00,6180.00,5268.00,5328.00,5364.00,5496.00,4104.00,4608.00,4944.00,3684.00,888.00,1068.00,2520.00,3156.00,3048.00,4212.00,3912.00,3768.00,3000.00,3408.00,3840.00,4404.00,4464.00,5976.00,4764.00,5784.00,4920.00,5472.00,5400.00,4392.00,4164.00,4944.00,6180.00,5712.00,5508.00,5628.00,6456.00,5844.00,5160.00,5160.00,Baja,"4,648",26.59%,-,,,
852,ST,ST_78_03,207036101,G_GMH,30098807,120,1.00E+11,14913,LANDIS + GYR,RXRS4,CT900441,Medición Convencional ,Medicion Secundaria,"C IMBERTON, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,ZONA INDUST CALLE AL PUERTO,CALLE AL PUERTO,23088.00,26700.00,30960.00,29964.00,28716.00,30804.00,33792.00,32304.00,33084.00,28368.00,26604.00,27396.00,24744.00,26688.00,30468.00,28824.00,27636.00,26316.00,30072.00,27528.00,25812.00,28452.00,22500.00,25416.00,23376.00,25860.00,30216.00,29820.00,31728.00,32244.00,30672.00,29964.00,28728.00,28896.00,27264.00,25512.00,24648.00,29940.00,28692.00,30828.00,27096.00,29472.00,29844.00,27708.00,25512.00,25512.00,Media,"28,256",9.03%,-,,,
1300,ST,ST_78_03,207036201,G_MMH,30098847,80,1.00E+11,115305,LANDIS + GYR,RXRS4,CT900439,Medición Convencional ,Medicion Secundaria,MARIO ENRIQUE MARTINEZ UMAÑA,SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,16344.00,15256.00,15360.00,14472.00,15792.00,15960.00,16392.00,15920.00,16464.00,14576.00,13584.00,14696.00,14568.00,13896.00,15264.00,15048.00,14056.00,11120.00,12640.00,11920.00,12896.00,14520.00,13360.00,14472.00,14008.00,13248.00,14264.00,13672.00,14176.00,13360.00,15016.00,15216.00,13848.00,12600.00,13016.00,13880.00,8536.00,7240.00,4856.00,10984.00,11240.00,11144.00,11336.00,10672.00,10480.00,10480.00,Media,"13,301",17.86%,-,,,
1182,ST,ST_02_14,201259801,G_MMP,30045122,120,1.00E+11,412321,LANDIS + GYR,RXRS4,CT32425,Medición Convencional ,Medicion Secundaria,MINISTERIO DE EDUCACION LA LIBERTAD,SANTA TECLA,SANTA TECLA,SANTA TECLA,2° CALLE  PONIENTE,684.00,1740.00,1920.00,2256.00,1596.00,2328.00,1980.00,2004.00,2292.00,2400.00,2076.00,3612.00,0.00,828.00,2496.00,1932.00,2580.00,2496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,2424.00,3324.00,2568.00,1536.00,1548.00,1848.00,1596.00,1740.00,300.00,1500.00,2748.00,1800.00,1944.00,2112.00,1452.00,2988.00,1368.00,2028.00,2028.00,Baja,"1,577",63.28%,-,,,
1133,ST,ST_78_03,207036401,G_GMH,30099125,240,1.00E+11,182954,LANDIS + GYR,RXRS4,CT900464,Medición Convencional ,Medicion Primaria ,"ALXORA, S.A. DE C.V.",NUEVO CUSCATLAN,NUEVO CUSCATLAN,CANTON LAS PILETAS,CALLE AL PUERTO,15768.00,15456.00,17328.00,17184.00,19080.00,18912.00,19320.00,19992.00,19104.00,17160.00,16224.00,16896.00,15456.00,14808.00,16848.00,4008.00,2400.00,2160.00,1968.00,1680.00,9336.00,14712.00,13104.00,14064.00,13440.00,12816.00,15696.00,16296.00,17424.00,18816.00,16968.00,18744.00,16200.00,16416.00,14112.00,14664.00,13560.00,13968.00,13752.00,14856.00,12672.00,13656.00,15480.00,13056.00,12288.00,12288.00,Media,"14,133",33.20%,-,,,
1328,ST,ST_78_04,207036501,G_GMH,30099163,1200,1.00E+11,478565,SIEMENS,LIBRA (114E),CT32578,Medición Tele gestionada,Medicion Primaria ,BANCO DE FOMENTO AGROPECUARIO,SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,55848.00,58788.00,65748.00,61824.00,62904.00,65328.00,72096.00,69744.00,68760.00,64524.00,61752.00,63984.00,59112.00,59292.00,66480.00,64896.00,59292.00,58440.00,62424.00,57564.00,61296.00,63084.00,52596.00,57192.00,54012.00,54984.00,62076.00,60084.00,61392.00,69468.00,62820.00,60492.00,61740.00,60000.00,58080.00,58140.00,55068.00,61908.00,56988.00,65364.00,60156.00,63072.00,60324.00,64344.00,57000.00,57000.00,Alta,"61,250",6.85%,-,,,
854,ST,ST_78_03,207036601,G_GMH,30099214,80,1.00E+11,106298,SIEMENS,RXRS4 (114E),CT900577,Medición Convencional ,Medicion Secundaria,MARIA RAQUEL ORTEGA DE LOPEZ,ANTIGUO CUSCATLAN,SANTA ELENA,ZONA INDUST CALLE AL PUERTO,CALLE AL PUERTO,5248.00,5328.00,3200.00,3704.00,3048.00,4600.00,8920.00,5992.00,5016.00,5408.00,3488.00,4848.00,5688.00,7576.00,5176.00,2312.00,5504.00,6200.00,9632.00,7688.00,9720.00,11456.00,11248.00,1032.00,744.00,1168.00,1048.00,1064.00,1416.00,1064.00,1152.00,1392.00,1336.00,984.00,1048.00,704.00,872.00,912.00,824.00,688.00,1200.00,992.00,888.00,912.00,880.00,880.00,Baja,"3,570",88.19%,-,,,
823,ST,ST_01_11,207063301,G_MMP,30120168,60,1.00E+11,321787,LANDIS + GYR,RXRS4,DS100525,Medición Convencional ,Medicion Secundaria,"GUARANI, S.A.DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,SIERRA DE SANTA ELENA,CALLE TECANA,2850.00,2244.00,2814.00,2724.00,2166.00,3138.00,3054.00,2718.00,3048.00,2370.00,2982.00,2400.00,2994.00,2424.00,2724.00,2418.00,2646.00,2562.00,2142.00,2256.00,2532.00,2112.00,2412.00,2796.00,2610.00,2070.00,1908.00,2064.00,1800.00,2514.00,2406.00,2232.00,2052.00,2304.00,1692.00,2634.00,2136.00,1938.00,3378.00,1842.00,2250.00,2622.00,2226.00,2250.00,2352.00,2352.00,Baja,"2,438",15.37%,-,,,
949,ST,ST_78_14,207037401,G_MMH,30100032,240,1.00E+11,106351,SIEMENS,RXRS4 (114E),CT900687,Medición Convencional ,Medicion Primaria ,LABORATORIOS TERAMED S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,URB INDUSTRIAL SANTA ELENA,CALLE CHAPARRASTIQUE,13104.00,23568.00,29952.00,27000.00,24336.00,31608.00,29928.00,32208.00,31728.00,32136.00,26592.00,27840.00,15144.00,30120.00,34416.00,28152.00,27576.00,25704.00,29664.00,24408.00,29088.00,32520.00,31416.00,30048.00,12696.00,26688.00,30408.00,24864.00,29448.00,34920.00,31992.00,28776.00,37680.00,34200.00,31128.00,14856.00,32328.00,33816.00,28152.00,32856.00,34512.00,36480.00,31584.00,35976.00,33312.00,33312.00,Media,"29,092",18.02%,-,,,
1320,ST,ST_78_04,207037501,G_GMH,30100072,600,1.00E+11,106352,SIEMENS,RXRS4 (114E),CT900573,Medición Convencional ,Medicion Primaria ,"POLYFIL, S.A. DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,16704.00,30336.00,22944.00,18912.00,16032.00,19008.00,16740.00,18000.00,21060.00,21000.00,28080.00,22980.00,15420.00,32640.00,22740.00,3720.00,1920.00,1740.00,2700.00,6900.00,5880.00,8880.00,13200.00,23280.00,21420.00,28800.00,25020.00,22020.00,22140.00,16860.00,18660.00,19380.00,18300.00,15720.00,18060.00,10320.00,11760.00,10080.00,8400.00,7380.00,11400.00,6180.00,11400.00,15360.00,14820.00,14820.00,Media,"16,068",47.36%,-,,,
863,ST,ST_78_04,207037901,G_GMH,30100273,2509.09091,1.00E+11,1061503,LANDIS + GYR,RXRS4,CT5585,Medición Tele gestionada,Medicion Primaria ,LABORATORIOS SUIZOS S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,ZONA INDUST CALLE AL PUERTO,CALLE AL PUERTO,64735.00,76025.00,78785.00,74771.00,77531.00,89073.00,90076.00,77280.00,88069.00,90327.00,85811.00,82047.00,73767.00,74269.00,85058.00,90327.00,88320.00,88822.00,93589.00,94342.00,99109.00,97604.00,85560.00,90829.00,77782.00,81295.00,92335.00,77280.00,87818.00,92335.00,90327.00,88822.00,98105.00,95847.00,92084.00,93087.00,97353.00,90327.00,79287.00,109647.00,106385.00,95847.00,84807.00,95847.00,98356.00,98356.00,Alta,"88,249",9.55%,-,,,
1211,ST,ST_05_09,202167802,G_MMH,30127506,120,1.00E+11,213708,LANDIS + GYR,RXRS4,CT9090,Medición Convencional ,Medicion Secundaria,"GRUPO MANA, S.A DE C.V.",SANTA TECLA,SANTA TECLA,URB LOS CIPRESES,8° AVENIDA NORTE,6972.00,7512.00,7452.00,7380.00,7704.00,7392.00,7368.00,7932.00,7716.00,7212.00,7956.00,7608.00,7608.00,7584.00,7728.00,5604.00,6120.00,2988.00,3960.00,5460.00,5640.00,6636.00,6444.00,7548.00,7236.00,6948.00,6864.00,6828.00,6504.00,7104.00,6960.00,7500.00,7572.00,7428.00,7524.00,7920.00,7632.00,7488.00,7872.00,8064.00,7596.00,6972.00,7500.00,7656.00,7392.00,7392.00,Baja,"7,076",14.01%,-,,,
1334,ST,ST_78_04,207038101,G_GMH,30100574,160,1.00E+11,1103573,LANDIS + GYR,E650 S4x RXR F9S,CT900570,Medición Tele gestionada,Medicion Secundaria,"COMERSAL, S.A. DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,61376.00,61600.00,65984.00,56384.00,54640.00,59312.00,63424.00,62128.00,66512.00,65376.00,70816.00,60800.00,47904.00,45104.00,46304.00,48864.00,42176.00,44336.00,36800.00,34896.00,44880.00,47472.00,44864.00,47280.00,43648.00,39504.00,42832.00,39328.00,40352.00,46960.00,45616.00,39520.00,48496.00,49936.00,56416.00,55216.00,48144.00,47200.00,45120.00,47008.00,54048.00,24688.00,42944.00,50928.00,51616.00,51616.00,Media,"49,791",18.69%,-,,,
1321,ST,ST_78_04,207038201,G_GMH,30100816,240,1.00E+11,106289,SIEMENS,RXRS4 (114E),CT900564,Medición Convencional ,Medicion Primaria ,"ALPINA, S.A.DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,18840.00,21024.00,21696.00,20232.00,19776.00,21816.00,22320.00,21504.00,22800.00,21408.00,20184.00,23016.00,21168.00,20928.00,22944.00,22920.00,21432.00,4656.00,15192.00,21432.00,22776.00,23400.00,20088.00,20784.00,20112.00,20424.00,22872.00,22176.00,25008.00,24960.00,23280.00,24576.00,25152.00,23760.00,20592.00,19128.00,18024.00,17832.00,16368.00,17496.00,16296.00,17592.00,17472.00,16200.00,15048.00,15048.00,Media,"20,255",17.82%,-,,,
1331,ST,ST_78_04,207038501,G_GMH,30100886,1200,1.00E+11,321758,LANDIS + GYR,RXRS4,CT900572,Medición Tele gestionada,Medicion Primaria ,"D´CASA, S.A. DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,21240.00,25080.00,27000.00,22200.00,23400.00,25200.00,25320.00,26160.00,25680.00,24480.00,23760.00,25320.00,19440.00,24480.00,25560.00,18720.00,19560.00,20040.00,21600.00,20160.00,20280.00,23400.00,19560.00,21720.00,19200.00,22080.00,22560.00,19800.00,23160.00,23520.00,22080.00,21120.00,21960.00,21960.00,22320.00,18720.00,19680.00,23400.00,21120.00,21600.00,21840.00,22560.00,21600.00,21840.00,19680.00,19680.00,Media,"22,192",9.85%,-,,,
355,SS,SS_60_01,207038601,E_GMH,30100928,9600,1.00E+11,321753,SIEMENS,RXRS4 (114E),CT901155,Medición Tele gestionada,Medicion Primaria ,"SALVAPLASTIC,  S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,PLAN DE LA LAGUNA,CALLE CIRCUNVALACION,537600.00,589440.00,598080.00,576000.00,528960.00,541440.00,530880.00,482880.00,535680.00,456960.00,442560.00,567360.00,488640.00,641280.00,697920.00,512640.00,513600.00,492480.00,644160.00,602880.00,672960.00,689280.00,585600.00,658560.00,690240.00,727680.00,795840.00,719040.00,668160.00,696960.00,615360.00,448320.00,553920.00,519360.00,493440.00,544320.00,528960.00,667200.00,0.00,546240.00,482880.00,491520.00,392640.00,463680.00,500160.00,500160.00,Alta,"557,259",22.12%,-,,,
406,SS,SS_78_02,207038701,E_GMH,30101237,60,1.00E+11,1105343,LANDIS + GYR,E650 S4x RXR F5S,CT900773,Medición Tele gestionada,Medicion Secundaria,ASEVILLA,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,PLAN DE LA LAGUNA,CALLE CIRCUNVALACION,10240.00,12032.00,11276.00,13144.00,12132.00,12132.00,0.00,0.00,8532.00,11058.00,9066.00,10746.00,8802.00,9636.00,11790.00,6642.00,5490.00,8232.00,8058.00,8424.00,10026.00,10350.00,9570.00,9954.00,7620.00,7860.00,8358.00,8238.00,10812.00,9606.00,9570.00,7866.00,9414.00,8622.00,9018.00,8892.00,9306.00,9210.00,8178.00,7572.00,7518.00,8760.00,7212.00,8064.00,7722.00,7722.00,Baja,"8,793",27.98%,-,,,
1329,ST,ST_78_04,207038801,G_GMH,30101277,600,1.00E+11,478566,SIEMENS,LIBRA (114E),CT8129,Medición Tele gestionada,Medicion Primaria ,"ROBERTONI, S. A.",SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE AL PUERTO,130728.00,135846.00,150354.00,116040.00,90690.00,109908.00,114216.00,109104.00,101448.00,110400.00,99018.00,105126.00,87222.00,111894.00,129162.00,111606.00,64842.00,29940.00,62070.00,87000.00,119982.00,113628.00,103830.00,127614.00,123942.00,107214.00,115716.00,126312.00,143814.00,152814.00,146874.00,127572.00,150174.00,136188.00,161592.00,139752.00,169434.00,167046.00,158880.00,141840.00,170880.00,159900.00,152700.00,160260.00,144840.00,144840.00,Alta,"124,440",24.11%,-,,,
933,ST,ST_78_08,207039001,G_GMH,30101330,240,1.00E+11,479338,SIEMENS,LIBRA (114E),CT900617,Medición Tele gestionada,Medicion Primaria ,"CTE,S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,CALLE EL PEDREGAL,72432.00,74112.00,74640.00,69072.00,74736.00,74904.00,76776.00,76704.00,79368.00,78792.00,74568.00,79584.00,79992.00,70680.00,80280.00,78672.00,72552.00,75120.00,75432.00,72216.00,75456.00,72576.00,70248.00,75576.00,74640.00,71280.00,74400.00,72264.00,74664.00,73512.00,73152.00,74616.00,76440.00,72600.00,73296.00,79752.00,80088.00,77688.00,73896.00,77952.00,77424.00,76776.00,79224.00,75936.00,77040.00,77040.00,Alta,"75,395",3.73%,-,,,
1115,ST,ST_78_10,207018801,G_MMH,30088243,80,1.00E+11,148881,SIEMENS,RXRS4 (114E),CT7096,Medición Convencional ,Medicion Secundaria,BENEFICIO EL PARAISO,JAYAQUE,JAYAQUE RURAL,COLONIA  MARENCO,2°  CALLE ORIENTE,2032.00,2504.00,1664.00,792.00,664.00,736.00,648.00,592.00,616.00,592.00,696.00,1448.00,1904.00,2048.00,1736.00,1016.00,640.00,544.00,560.00,552.00,584.00,616.00,568.00,752.00,1432.00,1608.00,1656.00,1448.00,672.00,608.00,544.00,544.00,552.00,504.00,800.00,632.00,592.00,800.00,504.00,520.00,496.00,520.00,528.00,472.00,408.00,408.00,Baja,886,57.22%,-,,,
934,ST,ST_78_08,207039501,G_GMH,30101667,80,1.00E+11,1103542,LANDIS + GYR,E650 S4x RXR F9S,CT900622,Medición Convencional ,Medicion Secundaria,"BANCO AGRICOLA, S.A.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,BLVD MERLIOT,12840.00,14584.00,16320.00,15448.00,15432.00,16584.00,17984.00,17448.00,17656.00,16344.00,14312.00,18488.00,13896.00,14888.00,15960.00,12216.00,12920.00,12656.00,13128.00,12592.00,12984.00,14064.00,11832.00,12480.00,12200.00,13368.00,14944.00,14336.00,15264.00,15272.00,14368.00,14312.00,13896.00,13912.00,13648.00,12568.00,13192.00,14136.00,13264.00,13296.00,12808.00,14448.00,13128.00,12232.00,12144.00,12144.00,Media,"14,173",11.88%,-,,,
